Data;USDBRL;IBOVESPA;OURO;S&P;GEBR10Y Index
13/12/2011;1,8638;57494,85;1631,5;1225,73;12,607
14/12/2011;1,8797;56646,87;1573,9;1211,82;12,607
15/12/2011;1,8601;56331,15;1570,52;1215,75;12,607
16/12/2011;1,8512;56096,93;1598,95;1219,66;12,607
19/12/2011;1,8673;55298,33;1594,35;1205,35;12,607
20/12/2011;1,8452;56864,85;1615,69;1241,31;12,607
21/12/2011;1,8589;56653,37;1615,17;1243,72;12,607
22/12/2011;1,8527;57347,87;1606,07;1254;12,607
23/12/2011;1,8564;57701,07;1606,88;1265,33;12,607
26/12/2011;1,8568;57669,48;1607,25;1265,33;12,607
27/12/2011;1,86;58005,2;1592,95;1265,43;12,607
28/12/2011;1,8731;56533,76;1556,8;1249,64;12,607
29/12/2011;1,8663;56754,08;1545,65;1263,02;12,607
30/12/2011;1,8663;56754,08;1564,91;1257,61;12,607
02/01/2012;1,8767;57829,27;1566,37;1257,61;12,607
03/01/2012;1,8308;59264,87;1603,95;1277,06;12,607
04/01/2012;1,8327;59364,95;1611,95;1277,3;12,607
05/01/2012;1,8433;58546,08;1622,71;1281,06;12,607
06/01/2012;1,8569;58600,37;1617,08;1277,81;12,607
09/01/2012;1,8329;59082,88;1611,15;1280,7;12,607
10/01/2012;1,7996;59805,96;1632,33;1292,08;12,607
11/01/2012;1,8021;59962,4;1641,99;1292,48;12,607
12/01/2012;1,7789;59920,78;1649,99;1295,5;12,607
13/01/2012;1,7864;59146,58;1638,92;1289,09;12,607
16/01/2012;1,7863;59956,46;1643,88;1289,09;12,607
17/01/2012;1,7875;60645,9;1652,38;1293,67;12,607
18/01/2012;1,767;61722,86;1659,84;1308,04;12,607
19/01/2012;1,765;61926,69;1658,5;1314,5;12,607
20/01/2012;1,7552;62312,13;1666,6;1315,38;12,607
23/01/2012;1,755;62386,24;1676,85;1316;12,607
24/01/2012;1,7587;62486,22;1665,25;1314,66;12,607
25/01/2012;1,765;62486,22;1710,8;1326,05;12,607
26/01/2012;1,7497;62953,06;1720,08;1318,43;12,607
27/01/2012;1,7355;62904,2;1738,95;1316,33;12,607
30/01/2012;1,7491;62770,01;1729,85;1313,01;12,607
31/01/2012;1,7471;63072,31;1737,76;1312,41;12,607
01/02/2012;1,7343;64567,18;1743,53;1324,09;12,607
02/02/2012;1,7187;64593,1;1759,55;1325,54;12,607
03/02/2012;1,7179;65217,37;1726,33;1344,9;12,607
06/02/2012;1,7258;65223,72;1720,25;1344,33;12,607
07/02/2012;1,7258;65917,02;1745,45;1347,05;12,607
08/02/2012;1,7217;65831,16;1733,13;1349,96;12,607
09/02/2012;1,716;65530,49;1729,54;1351,95;12,607
10/02/2012;1,7222;63997,86;1721,85;1342,64;12,607
13/02/2012;1,7163;65691,53;1722,25;1351,77;12,607
14/02/2012;1,7248;65038,53;1720,23;1350,5;12,607
15/02/2012;1,729;65368,49;1728,18;1343,23;12,607
16/02/2012;1,7165;66141,7;1728,25;1358,04;12,607
17/02/2012;1,7138;66203,5;1723,49;1361,23;12,607
20/02/2012;1,7138;66203,5;1734,93;1361,23;12,607
21/02/2012;1,7138;66203,5;1759,25;1362,21;12,607
22/02/2012;1,7058;66092,77;1776,3;1357,66;12,607
23/02/2012;1,7138;65819,62;1780,78;1363,46;12,607
24/02/2012;1,7098;65942,73;1772,35;1365,74;12,607
27/02/2012;1,7069;65241,49;1767,65;1367,59;12,607
28/02/2012;1,6958;65958,78;1784,25;1372,18;12,607
29/02/2012;1,7177;65811,73;1696,76;1365,68;12,607
01/03/2012;1,7136;66809,8;1718,25;1374,09;12,607
02/03/2012;1,7305;67781,6;1712,45;1369,63;12,607
05/03/2012;1,7394;66964,03;1706,32;1364,34;12,607
06/03/2012;1,7582;65114,15;1674,38;1343,36;12,607
07/03/2012;1,7661;66016,76;1684,91;1352,63;12,607
08/03/2012;1,7606;66908,39;1699,85;1365,91;12,607
09/03/2012;1,7914;66703,96;1713,85;1370,87;12,607
12/03/2012;1,7968;66384,76;1701,34;1371,09;12,607
13/03/2012;1,7925;68394,33;1674,03;1395,95;12,607
14/03/2012;1,8047;68257,22;1644,79;1394,28;12,607
15/03/2012;1,7982;67749,49;1658,66;1402,6;12,607
16/03/2012;1,7997;67684,13;1659,98;1404,17;12,607
19/03/2012;1,8209;67730,31;1664,5;1409,75;12,607
20/03/2012;1,8143;67295,56;1650,86;1405,52;12,607
21/03/2012;1,818;66860,05;1650,55;1402,9;12,607
22/03/2012;1,819;65828,19;1645,91;1392,79;12,607
23/03/2012;1,81;65812,95;1661,7;1397,11;12,607
26/03/2012;1,8172;66684,59;1690,18;1416,51;12,607
27/03/2012;1,8215;66037,35;1680,75;1412,52;12,607
28/03/2012;1,8259;65079,34;1663,55;1405,54;12,607
29/03/2012;1,8214;64871,99;1661,57;1403,28;12,607
30/03/2012;1,8263;64510,97;1668,15;1408,47;12,607
02/04/2012;1,8325;65216,25;1677,75;1419,04;12,607
03/04/2012;1,8249;64284,26;1645,85;1413,38;12,607
04/04/2012;1,8263;63528,65;1620,55;1398,96;11,291
05/04/2012;1,8202;63691,18;1631,15;1398,08;11,242
06/04/2012;1,8202;63691,18;1640,3;1398,08;11,242
09/04/2012;1,818;62923,21;1640,26;1382,2;11,052
10/04/2012;1,8335;61738,28;1659,93;1358,59;10,905
11/04/2012;1,8358;61293,14;1658,98;1368,71;10,927
12/04/2012;1,8271;63058;1675,78;1387,57;10,959
13/04/2012;1,8376;62105,6;1658,38;1370,26;10,96
16/04/2012;1,8473;61954,55;1652,01;1369,57;10,964
17/04/2012;1,861;62698,87;1649,59;1390,78;10,922
18/04/2012;1,8786;63010,48;1642,24;1385,14;10,893
19/04/2012;1,8807;62618,41;1642,82;1376,92;10,905
20/04/2012;1,8726;62494,08;1643,05;1378,53;10,925
23/04/2012;1,881;61539,38;1638,84;1366,94;10,897
24/04/2012;1,8788;61971,14;1642,25;1371,97;10,814
25/04/2012;1,8797;61750,38;1643,72;1390,69;10,685
26/04/2012;1,8854;62198,06;1657,35;1399,98;10,686
27/04/2012;1,8878;61691,21;1662,85;1403,36;10,716
30/04/2012;1,9073;61820,26;1664,75;1397,91;10,833
01/05/2012;1,9073;61820,26;1662,4;1405,82;10,833
02/05/2012;1,924;62423,56;1653,45;1402,31;10,668
03/05/2012;1,911;62104,15;1636,05;1391,57;10,617
04/05/2012;1,9276;60820,93;1642,35;1369,1;10,272
07/05/2012;1,9195;61220,43;1638,45;1369,58;10,03
08/05/2012;1,9403;60365,48;1605,4;1363,72;10,323
09/05/2012;1,9697;59786,12;1589,55;1354,58;10,541
10/05/2012;1,9532;59702,05;1594,01;1357,99;10,327
11/05/2012;1,9668;59445,21;1579,35;1353,39;10,442
14/05/2012;1,9959;57539,61;1556,73;1338,35;10,461
15/05/2012;2,0017;56237,97;1544,1;1330,66;10,418
16/05/2012;2,0009;55887,57;1539,75;1324,8;10,381
17/05/2012;2,009;54038,2;1574,14;1304,86;10,255
18/05/2012;2,0236;54513,16;1593,03;1295,22;10,197
21/05/2012;2,0418;56590,24;1593,33;1315,99;10,295
22/05/2012;2,0906;55038,75;1568,5;1316,63;10,623
23/05/2012;2,031;54619,48;1561,53;1318,86;10,47
24/05/2012;2,0284;54063;1559,3;1320,68;10,642
25/05/2012;1,9845;54463,16;1573;1317,82;10,557
28/05/2012;1,9832;55212,69;1573,33;1317,82;10,439
29/05/2012;1,9926;54633,06;1555,34;1332,42;10,302
30/05/2012;2,016;53797,91;1562,93;1313,32;10,303
31/05/2012;2,0226;54490,41;1560,51;1310,33;10,516
01/06/2012;2,0401;53402,9;1624;1278,05;10,617
04/06/2012;2,0585;53416,75;1619;1278,18;11,107
05/06/2012;2,0247;52481,44;1617,05;1285,5;10,907
06/06/2012;2,0328;54156,04;1619,55;1315,13;10,84
07/06/2012;2,0328;54156,04;1589,32;1314,99;10,84
08/06/2012;2,0241;54429,85;1593,4;1325,66;10,555
11/06/2012;2,0653;54001,45;1596,8;1308,93;10,641
12/06/2012;2,0688;55049,03;1609,71;1324,18;10,617
13/06/2012;2,0721;55650,51;1617,16;1314,88;10,514
14/06/2012;2,0563;55351,67;1623,6;1329,1;10,456
15/06/2012;2,0484;56104,69;1627,1;1342,84;10,552
18/06/2012;2,059;56195,21;1628,09;1344,78;10,455
19/06/2012;2,0281;57195,49;1618,39;1357,98;10,239
20/06/2012;2,0258;57166,55;1607,5;1355,69;10,262
21/06/2012;2,0563;55505,17;1566,37;1325,51;10,135
22/06/2012;2,0657;55439,5;1572,43;1335,02;10,133
25/06/2012;2,062;53805,38;1584,38;1313,72;10,014
26/06/2012;2,0761;53836,57;1572,86;1319,99;10,054
27/06/2012;2,0754;53108,93;1574,19;1331,85;10,103
28/06/2012;2,0765;52652,25;1552,68;1329,04;10,181
29/06/2012;2,0093;54354,63;1597,45;1362,16;10,139
02/07/2012;1,9849;54692,79;1597,01;1365,51;10,026
03/07/2012;2,0155;55780,32;1617,45;1374,02;9,993
04/07/2012;2,0283;56076,82;1615,65;1374,02;10,044
05/07/2012;2,0194;56379,06;1604,58;1367,58;10,122
06/07/2012;2,0279;55394,05;1583,85;1354,68;10,02
09/07/2012;2,0323;55394,05;1587,65;1352,46;10,026
10/07/2012;2,0336;53705,82;1567,15;1341,47;9,912
11/07/2012;2,0367;53569,14;1576,38;1341,46;9,818
12/07/2012;2,0374;53420,87;1571,73;1334,76;9,811
13/07/2012;2,037;54330,51;1589,6;1356,78;9,719
16/07/2012;2,0349;53401,8;1589,4;1353,64;9,71
17/07/2012;2,0219;53909,47;1583,41;1363,67;9,833
18/07/2012;2,023;54583,13;1573,45;1372,78;9,732
19/07/2012;2,0122;55346,65;1581,54;1376,51;9,647
20/07/2012;2,0235;54194,79;1584,53;1362,66;9,505
23/07/2012;2,0387;53033,96;1576,75;1350,52;9,513
24/07/2012;2,0477;52638,63;1581,18;1338,31;9,608
25/07/2012;2,0331;52607,54;1603,85;1337,89;9,513
26/07/2012;2,0213;54002,72;1615,85;1360,02;9,51
27/07/2012;2,0213;56553,12;1623,2;1385,97;9,672
30/07/2012;2,0404;57240,92;1621,96;1385,3;9,692
31/07/2012;2,0569;56097,05;1614,58;1379,32;9,629
01/08/2012;2,0445;56291,93;1599,58;1375,14;9,544
02/08/2012;2,0496;55520,4;1588,05;1365;9,528
03/08/2012;2,0285;57255,22;1603,55;1390,99;9,54
06/08/2012;2,0311;58344,61;1610,68;1394,23;9,592
07/08/2012;2,0285;57725,66;1612,35;1401,35;9,581
08/08/2012;2,0206;58950,98;1612,55;1402,22;9,641
09/08/2012;2,0132;58797,13;1617,18;1402,8;9,698
10/08/2012;2,0153;59280,93;1620,15;1405,87;9,882
13/08/2012;2,0207;59122,74;1609,75;1404,11;9,852
14/08/2012;2,0267;58082,92;1599,05;1403,93;9,822
15/08/2012;2,0229;58189,28;1603,1;1405,53;9,787
16/08/2012;2,017;59445,79;1615,13;1415,51;9,923
17/08/2012;2,0155;59082,37;1616,4;1418,16;9,853
20/08/2012;2,0168;59283,09;1620,5;1418,13;10,023
21/08/2012;2,016;58917,73;1637,8;1413,17;9,967
22/08/2012;2,0162;59380,76;1654,5;1413,49;9,985
23/08/2012;2,0236;58511,55;1670,53;1402,08;9,913
24/08/2012;2,027;58425,76;1670,5;1411,13;9,848
27/08/2012;2,0341;58111,46;1663,97;1410,44;9,763
28/08/2012;2,0428;58406,4;1666,75;1409,3;9,78
29/08/2012;2,0501;57369,19;1656,5;1410,49;9,753
30/08/2012;2,0486;57256,43;1655,6;1399,48;9,66
31/08/2012;2,0297;57061,45;1691,85;1406,58;9,598
03/09/2012;2,033;57281,45;1692,33;1406,58;9,564
04/09/2012;2,0429;56233,9;1695,88;1404,94;9,61
05/09/2012;2,0393;56863,91;1692,93;1403,43;9,59
06/09/2012;2,0285;58321,24;1700,33;1432,12;9,659
07/09/2012;2,0285;58321,24;1735,85;1437,92;9,659
10/09/2012;2,0224;58404,1;1726,06;1429,08;9,709
11/09/2012;2,0164;59422,55;1731,88;1433,57;9,702
12/09/2012;2,0259;59921,8;1730,75;1436,56;9,764
13/09/2012;2,0205;61958,12;1767,12;1459,99;9,886
14/09/2012;2,0123;62105,47;1770,5;1465,77;9,946
17/09/2012;2,032;61805,98;1761,25;1461,19;9,95
18/09/2012;2,0234;61804,33;1771,31;1459,32;9,952
19/09/2012;2,0237;61651,83;1770,3;1461,05;9,937
20/09/2012;2,0214;61687,97;1768,53;1460,26;9,903
21/09/2012;2,0225;61320,07;1773,1;1460,15;9,944
24/09/2012;2,0265;61909,99;1764,4;1456,89;9,935
25/09/2012;2,0314;60501,1;1760,64;1441,59;9,895
26/09/2012;2,036;60478,05;1752,75;1433,32;9,868
27/09/2012;2,0289;60239,79;1777,38;1447,15;9,84
28/09/2012;2,0258;59175,86;1772,25;1440,67;9,789
01/10/2012;2,0268;59570,8;1775,43;1444,49;9,788
02/10/2012;2,0251;59222,08;1774,57;1445,75;9,756
03/10/2012;2,023;58627,33;1777,88;1450,99;9,772
04/10/2012;2,019;58458;1790,15;1461,4;9,777
05/10/2012;2,0306;58571,59;1780,7;1460,93;9,656
08/10/2012;2,0294;59317,15;1774,55;1455,88;9,657
09/10/2012;2,0337;58939,46;1764,2;1441,48;9,648
10/10/2012;2,0426;58456,28;1762,29;1432,56;9,639
11/10/2012;2,038;59161,72;1767,18;1432,84;9,527
12/10/2012;2,038;59161,72;1754,03;1428,59;9,527
15/10/2012;2,032;59601,71;1737,4;1440,13;9,54
16/10/2012;2,0339;59743,87;1747,47;1454,92;9,439
17/10/2012;2,0317;60087,29;1750,15;1460,91;9,472
18/10/2012;2,028;59733,9;1741,4;1457,34;9,446
19/10/2012;2,027;58922,04;1721,75;1433,19;9,421
22/10/2012;2,0246;58700,3;1728,6;1433,82;9,379
23/10/2012;2,0264;57690,24;1707,63;1413,11;9,362
24/10/2012;2,0258;57160,74;1702,04;1408,75;9,324
25/10/2012;2,025;57836,78;1712,1;1412,97;9,265
26/10/2012;2,0265;57276,81;1711,2;1411,94;9,161
29/10/2012;2,0321;57176,58;1709,25;1411,94;9,155
30/10/2012;2,0305;57683,76;1709,6;1411,94;9,171
31/10/2012;2,0299;57068,18;1720,65;1412,16;9,154
01/11/2012;2,03;58382,68;1714,2;1427,59;9,198
02/11/2012;2,03;58382,68;1678;1414,2;9,198
05/11/2012;2,0352;58209,76;1684,97;1417,26;9,197
06/11/2012;2,032;59458,59;1716;1428,39;9,261
07/11/2012;2,0345;58517,35;1717,55;1394,53;9,283
08/11/2012;2,0405;57524,45;1731,4;1377,51;9,34
09/11/2012;2,0464;57357,71;1731,07;1379,85;9,37
12/11/2012;2,0509;57064,31;1728,2;1380,03;9,378
13/11/2012;2,0584;57486,07;1724,95;1374,53;9,454
14/11/2012;2,0666;56279,36;1726,5;1355,49;9,524
15/11/2012;2,0666;56279,36;1715,75;1353,33;9,524
16/11/2012;2,0847;55402,33;1713,72;1359,88;9,477
19/11/2012;2,0789;56450,86;1731,72;1386,89;9,441
20/11/2012;2,081;56450,86;1727,05;1387,81;9,447
21/11/2012;2,0984;56242,12;1728,69;1391,03;9,509
22/11/2012;2,1044;56436,97;1729,55;1391,03;9,515
23/11/2012;2,0816;57574,03;1753;1409,15;9,455
26/11/2012;2,0814;56737,1;1748,7;1406,29;9,416
27/11/2012;2,0838;56248,09;1742,09;1398,94;9,38
28/11/2012;2,0939;56539,4;1719,69;1409,93;9,408
29/11/2012;2,0987;57852,53;1725,74;1415,95;9,421
30/11/2012;2,136;57474,57;1714,98;1416,18;9,436
03/12/2012;2,1233;58202,35;1715,96;1409,46;9,436
04/12/2012;2,1199;57563,23;1697,59;1407,05;9,287
05/12/2012;2,0879;57678,62;1693,9;1409,28;9,293
06/12/2012;2,0771;57656,42;1699,88;1413,94;9,14
07/12/2012;2,075;58487,32;1704,07;1418,07;9,117
10/12/2012;2,077;59248,23;1713,11;1418,55;9,193
11/12/2012;2,0786;59623,34;1709,95;1427,84;9,292
12/12/2012;2,0719;59474,18;1711,71;1428,48;9,227
13/12/2012;2,0856;59316,75;1697,1;1419,45;9,14
14/12/2012;2,0861;59604,92;1696,15;1413,58;9,171
17/12/2012;2,0995;59566,52;1698,32;1430,36;9,18
18/12/2012;2,0889;60460,73;1671,23;1446,79;9,183
19/12/2012;2,0716;60998,34;1667,18;1435,81;9,167
20/12/2012;2,0695;61276,12;1647,92;1443,69;9,334
21/12/2012;2,0792;61007,03;1657,22;1430,15;9,299
24/12/2012;2,08;61007,03;1657,84;1426,66;9,305
25/12/2012;2,08;61007,03;1657,98;1426,66;9,305
26/12/2012;2,0492;60959,79;1659,45;1419,83;9,246
27/12/2012;2,0435;60415,95;1664,1;1418,1;9,225
28/12/2012;2,0428;60952,08;1655,7;1402,43;9,166
31/12/2012;2,0428;60952,08;1675,35;1426,19;9,166
01/01/2013;2,0428;60952,08;1675,92;1426,19;9,166
02/01/2013;2,0454;62550,1;1686,89;1462,42;9,13
03/01/2013;2,0457;63312,46;1663,99;1459,37;9,143
04/01/2013;2,0325;62523,06;1656,1;1466,47;9,154
07/01/2013;2,0278;61932,54;1646,92;1461,89;9,163
08/01/2013;2,0408;61127,84;1659,13;1457,15;9,301
09/01/2013;2,0406;61578,58;1657,63;1461,02;9,248
10/01/2013;2,0288;61678,31;1675,36;1472,12;9,221
11/01/2013;2,0338;61497,43;1662,98;1472,05;9,209
14/01/2013;2,0315;62080,79;1667,8;1470,68;9,179
15/01/2013;2,0357;61727,61;1679,62;1472,34;9,22
16/01/2013;2,0423;61787,35;1679,93;1472,63;9,219
17/01/2013;2,0397;62194,06;1687,64;1480,94;9,37
18/01/2013;2,0414;61956,14;1684,25;1485,98;9,391
21/01/2013;2,0414;61899,71;1690,05;1485,98;9,33
22/01/2013;2,0428;61692,29;1692,75;1492,56;9,392
23/01/2013;2,0354;61966,26;1685,84;1494,81;9,376
24/01/2013;2,0301;61169,83;1667,97;1494,82;9,46
25/01/2013;2,031;61169,83;1658,65;1502,96;9,445
28/01/2013;1,9955;60027,07;1655,61;1500,18;9,5
29/01/2013;1,9857;60406,33;1663,8;1507,84;9,449
30/01/2013;1,9893;59336,7;1677;1501,96;9,53
31/01/2013;1,9916;59761,49;1663,7;1498,11;9,549
01/02/2013;1,988;60351,16;1667,4;1513,17;9,492
04/02/2013;1,9955;59575,66;1674,3;1495,71;9,527
05/02/2013;1,984;59444,97;1672,95;1511,29;9,68
06/02/2013;1,9913;58951,07;1677,57;1512,12;9,659
07/02/2013;1,9667;58372,46;1671,4;1509,39;9,696
08/02/2013;1,9718;58497,83;1667,25;1517,93;9,678
11/02/2013;1,9718;58497,83;1648,07;1517,01;9,678
12/02/2013;1,9718;58497,83;1651,33;1519,43;9,678
13/02/2013;1,9646;58405,74;1642,5;1520,33;9,66
14/02/2013;1,9573;58077,31;1634,85;1521,38;9,65
15/02/2013;1,9693;57903,3;1610,15;1519,79;9,503
18/02/2013;1,9633;57613,9;1609,78;1519,79;9,545
19/02/2013;1,9554;57314,4;1605,05;1530,94;9,58
20/02/2013;1,9621;56177,6;1564,55;1511,95;9,494
21/02/2013;1,9728;56154,68;1576,27;1502,42;9,489
22/02/2013;1,9726;56697,06;1581,16;1515,6;9,475
25/02/2013;1,9835;56617,56;1593,46;1487,85;9,44
26/02/2013;1,9822;56948,87;1613,76;1496,94;9,408
27/02/2013;1,9729;57273,88;1597,1;1515,99;9,423
28/02/2013;1,9775;57424,29;1579,61;1514,68;9,47
01/03/2013;1,98;56883,99;1576,18;1518,2;9,431
04/03/2013;1,9698;56499,17;1573,83;1525,2;9,386
05/03/2013;1,964;55950,73;1575,5;1539,79;9,272
06/03/2013;1,9703;57940,14;1583,97;1541,46;9,251
07/03/2013;1,9584;58846,81;1579;1544,26;9,347
08/03/2013;1,9439;58432,75;1578,97;1551,18;9,462
11/03/2013;1,9564;58544,79;1581,6;1556,22;9,484
12/03/2013;1,9646;58208,61;1592,8;1552,48;9,593
13/03/2013;1,9718;57385,9;1587,7;1554,52;9,657
14/03/2013;1,9717;57281,02;1590,19;1563,23;9,687
15/03/2013;1,9828;56869,28;1592,1;1560,7;9,612
18/03/2013;1,9829;56972,96;1605,49;1552,1;9,674
19/03/2013;1,9849;56361,24;1612,87;1548,34;9,644
20/03/2013;1,9898;56030,03;1606,92;1558,71;9,664
21/03/2013;2,0078;55576,67;1614,85;1545,8;9,805
22/03/2013;2,0079;55243,4;1608,55;1556,89;9,836
25/03/2013;2,0131;54873,12;1605,3;1551,69;9,806
26/03/2013;2,0169;55671,39;1600,05;1563,77;9,805
27/03/2013;2,0109;56034,29;1605,27;1562,85;9,819
28/03/2013;2,0219;56352,09;1596,97;1569,19;9,993
29/03/2013;2,0219;56352,09;1597,5;1569,19;9,993
01/04/2013;2,0211;55902,18;1599,52;1562,17;10,014
02/04/2013;2,019;54889,1;1575,89;1570,25;9,962
03/04/2013;2,0248;55562,74;1557,9;1553,69;10,018
04/04/2013;2,0155;54648,15;1554,8;1559,98;9,898
05/04/2013;1,9854;55050,6;1581,25;1553,28;9,591
08/04/2013;1,9916;55092,31;1573,47;1563,07;9,6
09/04/2013;1,9813;55912,04;1585,35;1568,61;9,602
10/04/2013;1,9736;56186,56;1558,42;1587,73;9,591
11/04/2013;1,9748;55400,91;1561,5;1593,37;9,628
12/04/2013;1,9686;54962,65;1482,75;1588,85;9,67
15/04/2013;2,0021;52949,93;1348,21;1552,36;9,626
16/04/2013;1,9884;53990,83;1367,36;1574,57;9,637
17/04/2013;2,0006;52881,96;1376,25;1552,01;9,644
18/04/2013;2,019;53165,91;1390,5;1541,61;9,663
19/04/2013;2,0111;53928,92;1403,79;1555,25;9,622
22/04/2013;2,021;54297,73;1426,45;1562,5;9,577
23/04/2013;2,0238;54884,75;1413;1578,78;9,588
24/04/2013;2,0105;54984,23;1431,99;1578,79;9,656
25/04/2013;2,0015;54963,32;1467,9;1585,16;9,685
26/04/2013;1,9987;54252,04;1461,92;1582,24;9,628
29/04/2013;2,0075;54887,25;1475,84;1593,61;9,654
30/04/2013;2,0014;55910,37;1476,71;1597,57;9,607
01/05/2013;2,0014;55910,37;1457,64;1582,7;9,607
02/05/2013;2,0088;55321,93;1467,07;1597,59;9,464
03/05/2013;2,0098;55488,08;1470,75;1614,42;9,499
06/05/2013;2,0093;55429,88;1469,46;1617,5;9,449
07/05/2013;2,0077;56274,66;1452,7;1625,96;9,453
08/05/2013;2,0055;55804,8;1473,94;1632,69;9,467
09/05/2013;2,014;55447,56;1458,15;1626,67;9,599
10/05/2013;2,0204;55107,8;1448,55;1633,7;9,762
13/05/2013;2,0077;54447,77;1430,59;1633,77;9,767
14/05/2013;2,0208;54666,82;1425,46;1650,34;9,922
15/05/2013;2,0222;54936,41;1393,03;1658,78;9,909
16/05/2013;2,0268;54772,62;1385,97;1650,47;9,825
17/05/2013;2,0351;55164,27;1359,5;1667,47;9,854
20/05/2013;2,0399;55700,77;1393,85;1666,29;9,97
21/05/2013;2,0395;56265,32;1376,29;1669,16;9,991
22/05/2013;2,0495;56429,27;1370,27;1655,35;10,059
23/05/2013;2,0437;56349,91;1391,05;1650,51;10,123
24/05/2013;2,0517;56406,21;1386,64;1649,6;10,148
27/05/2013;2,0571;56395,94;1394,78;1649,6;10,177
28/05/2013;2,0749;56036,26;1381,12;1660,06;10,4
29/05/2013;2,1105;54634,69;1392,95;1648,36;10,26
30/05/2013;2,1105;54634,69;1414;1654,41;10,26
31/05/2013;2,1386;53506,08;1387,8;1630,74;10,497
03/06/2013;2,1244;53944,36;1411,35;1640,42;10,48
04/06/2013;2,1251;54017,9;1399,56;1631,38;10,409
05/06/2013;2,1295;52798,63;1403,43;1608,9;10,262
06/06/2013;2,1298;52884,83;1413,97;1622,56;10,373
07/06/2013;2,132;51618,63;1382,97;1643,38;10,383
10/06/2013;2,1471;51316,65;1386,5;1642,81;10,663
11/06/2013;2,1326;49769,93;1378,33;1626,13;10,686
12/06/2013;2,1558;49180,58;1389,02;1612,52;10,991
13/06/2013;2,1206;50414,89;1386,15;1636,36;10,568
14/06/2013;2,1529;49332,34;1390,67;1626,73;10,751
17/06/2013;2,1712;49088,65;1385,27;1639,04;10,949
18/06/2013;2,1821;49464,94;1367,67;1651,81;11,135
19/06/2013;2,2255;47893,06;1351,31;1628,93;11,472
20/06/2013;2,2575;48214,43;1284,97;1588,19;11,538
21/06/2013;2,2422;47056,04;1296,42;1592,43;11,558
24/06/2013;2,227;45965,05;1282,39;1573,09;11,207
25/06/2013;2,2137;46893,04;1277,65;1588,03;10,97
26/06/2013;2,1867;47171,98;1226,59;1603,26;10,937
27/06/2013;2,1989;47609,46;1200,67;1613,2;10,859
28/06/2013;2,2322;47457,13;1234,53;1606,28;11,121
01/07/2013;2,2294;47229,59;1252,52;1614,96;11,04
02/07/2013;2,2548;45228,95;1243,43;1614,08;10,876
03/07/2013;2,2692;45044,03;1252,88;1615,41;10,876
04/07/2013;2,2491;45763,16;1249,89;1615,41;10,876
05/07/2013;2,2537;45210,49;1223,14;1631,89;10,876
08/07/2013;2,2638;45075,5;1236,98;1640,46;10,876
09/07/2013;2,2601;45075,5;1251,39;1652,32;10,876
10/07/2013;2,2645;45483,43;1259,72;1652,62;10,876
11/07/2013;2,2548;46626,26;1286,01;1675,02;10,876
12/07/2013;2,2674;45533,24;1285,59;1680,19;10,876
15/07/2013;2,2201;46738,9;1284,7;1682,5;10,876
16/07/2013;2,2537;46869,29;1292,13;1676,26;10,876
17/07/2013;2,2259;47407,31;1276,02;1680,91;10,876
18/07/2013;2,2275;47656,92;1284,23;1689,37;10,876
19/07/2013;2,2469;47400,23;1296,03;1692,09;10,876
22/07/2013;2,2327;48574,09;1335,82;1695,53;10,876
23/07/2013;2,2137;48819,52;1345,18;1692,39;10,876
24/07/2013;2,251;48374,23;1322,14;1685,94;10,876
25/07/2013;2,2426;49066,75;1333,83;1690,25;10,876
26/07/2013;2,2571;49422,05;1333,16;1691,65;10,876
29/07/2013;2,27;49212,33;1328,1;1685,33;10,876
30/07/2013;2,2832;48561,78;1326,37;1685,96;10,876
31/07/2013;2,2765;48234,49;1325,07;1685,73;10,876
01/08/2013;2,3044;49140,78;1310,2;1706,87;10,876
02/08/2013;2,2874;48474,04;1312,03;1709,67;10,876
05/08/2013;2,3061;48436,44;1303,01;1707,14;10,876
06/08/2013;2,2992;47421,85;1283,19;1697,37;10,876
07/08/2013;2,3139;47446,71;1287,61;1690,91;10,876
08/08/2013;2,2846;48928,82;1313,27;1697,48;10,876
09/08/2013;2,2716;49874,9;1314,46;1691,42;10,876
12/08/2013;2,2878;50299,49;1338,39;1689,47;10,876
13/08/2013;2,3147;50600,55;1321,67;1694,16;10,876
14/08/2013;2,3247;50895,92;1336,16;1685,39;10,876
15/08/2013;2,3406;50908,34;1366,18;1661,32;10,876
16/08/2013;2,3924;51538,78;1376,57;1655,83;10,876
19/08/2013;2,4127;51574,09;1366;1646,06;10,876
20/08/2013;2,3934;50507,02;1371,23;1652,35;10,876
21/08/2013;2,4549;50405,2;1366,66;1642,8;10,876
22/08/2013;2,4361;51397,66;1376,14;1656,96;10,876
23/08/2013;2,3488;52197,06;1397,73;1663,5;10,876
26/08/2013;2,3788;51429,48;1404,65;1656,78;10,876
27/08/2013;2,3721;50091,55;1415,15;1630,48;10,876
28/08/2013;2,3459;49866,92;1417,51;1634,96;10,876
29/08/2013;2,3593;49921,88;1407,79;1638,17;10,876
30/08/2013;2,3855;50011,75;1395,27;1632,97;10,876
02/09/2013;2,3773;51835,15;1389,77;1632,97;10,876
03/09/2013;2,3589;51625,5;1412,41;1639,77;10,876
04/09/2013;2,3599;51716,16;1391,57;1653,08;10,876
05/09/2013;2,3246;52351,86;1367,48;1655,08;10,876
