Data,USDBRL ,IBOVESPA,OURO,SPX
2012-05-15,2.0017,56237.97,1544.1,1330.66
2012-05-16,2.0009,55887.57,1539.75,1324.8
2012-05-17,2.009,54038.2,1574.14,1304.86
2012-05-18,2.0236,54513.16,1593.03,1295.22
2012-05-21,2.0418,56590.24,1593.33,1315.99
2012-05-22,2.0906,55038.75,1568.5,1316.63
2012-05-23,2.031,54619.48,1561.53,1318.86
2012-05-24,2.0284,54063.0,1559.3,1320.68
2012-05-25,1.9845,54463.16,1573.0,1317.82
2012-05-28,1.9832,55212.69,1573.33,1317.82
2012-05-29,1.9926,54633.06,1555.34,1332.42
2012-05-30,2.016,53797.91,1562.93,1313.32
2012-05-31,2.0226,54490.41,1560.51,1310.33
2012-06-01,2.0401,53402.9,1624.0,1278.05
2012-06-04,2.0585,53416.75,1619.0,1278.18
2012-06-05,2.0247,52481.44,1617.05,1285.5
2012-06-06,2.0328,54156.04,1619.55,1315.13
2012-06-07,2.0328,54156.04,1589.32,1314.99
2012-06-08,2.0241,54429.85,1593.4,1325.66
2012-06-11,2.0653,54001.45,1596.8,1308.93
2012-06-12,2.0688,55049.03,1609.71,1324.18
2012-06-13,2.0721,55650.51,1617.16,1314.88
2012-06-14,2.0563,55351.67,1623.6,1329.1
2012-06-15,2.0484,56104.69,1627.1,1342.84
2012-06-18,2.059,56195.21,1628.09,1344.78
2012-06-19,2.0281,57195.49,1618.39,1357.98
2012-06-20,2.0258,57166.55,1607.5,1355.69
2012-06-21,2.0563,55505.17,1566.37,1325.51
2012-06-22,2.0657,55439.5,1572.43,1335.02
2012-06-25,2.062,53805.38,1584.38,1313.72
2012-06-26,2.0761,53836.57,1572.86,1319.99
2012-06-27,2.0754,53108.93,1574.19,1331.85
2012-06-28,2.0765,52652.25,1552.68,1329.04
2012-06-29,2.0093,54354.63,1597.45,1362.16
2012-07-02,1.9849,54692.79,1597.01,1365.51
2012-07-03,2.0155,55780.32,1617.45,1374.02
2012-07-04,2.0283,56076.82,1615.65,1374.02
2012-07-05,2.0194,56379.06,1604.58,1367.58
2012-07-06,2.0279,55394.05,1583.85,1354.68
2012-07-09,2.0323,55394.05,1587.65,1352.46
2012-07-10,2.0336,53705.82,1567.15,1341.47
2012-07-11,2.0367,53569.14,1576.38,1341.46
2012-07-12,2.0374,53420.87,1571.73,1334.76
2012-07-13,2.037,54330.51,1589.6,1356.78
2012-07-16,2.0349,53401.8,1589.4,1353.64
2012-07-17,2.0219,53909.47,1583.41,1363.67
2012-07-18,2.023,54583.13,1573.45,1372.78
2012-07-19,2.0122,55346.65,1581.54,1376.51
2012-07-20,2.0235,54194.79,1584.53,1362.66
2012-07-23,2.0387,53033.96,1576.75,1350.52
2012-07-24,2.0477,52638.63,1581.18,1338.31
2012-07-25,2.0331,52607.54,1603.85,1337.89
2012-07-26,2.0213,54002.72,1615.85,1360.02
2012-07-27,2.0213,56553.12,1623.2,1385.97
2012-07-30,2.0404,57240.92,1621.96,1385.3
2012-07-31,2.0569,56097.05,1614.58,1379.32
2012-08-01,2.0445,56291.93,1599.58,1375.14
2012-08-02,2.0496,55520.4,1588.05,1365.0
2012-08-03,2.0285,57255.22,1603.55,1390.99
2012-08-06,2.0311,58344.61,1610.68,1394.23
2012-08-07,2.0285,57725.66,1612.35,1401.35
2012-08-08,2.0206,58950.98,1612.55,1402.22
2012-08-09,2.0132,58797.13,1617.18,1402.8
2012-08-10,2.0153,59280.93,1620.15,1405.87
2012-08-13,2.0207,59122.74,1609.75,1404.11
2012-08-14,2.0267,58082.92,1599.05,1403.93
2012-08-15,2.0229,58189.28,1603.1,1405.53
2012-08-16,2.017,59445.79,1615.13,1415.51
2012-08-17,2.0155,59082.37,1616.4,1418.16
2012-08-20,2.0168,59283.09,1620.5,1418.13
2012-08-21,2.016,58917.73,1637.8,1413.17
2012-08-22,2.0162,59380.76,1654.5,1413.49
2012-08-23,2.0236,58511.55,1670.53,1402.08
2012-08-24,2.027,58425.76,1670.5,1411.13
2012-08-27,2.0341,58111.46,1663.97,1410.44
2012-08-28,2.0428,58406.4,1666.75,1409.3
2012-08-29,2.0501,57369.19,1656.5,1410.49
2012-08-30,2.0486,57256.43,1655.6,1399.48
2012-08-31,2.0297,57061.45,1691.85,1406.58
2012-09-03,2.033,57281.45,1692.33,1406.58
2012-09-04,2.0429,56233.9,1695.88,1404.94
2012-09-05,2.0393,56863.91,1692.93,1403.43
2012-09-06,2.0285,58321.24,1700.33,1432.12
2012-09-07,2.0285,58321.24,1735.85,1437.92
2012-09-10,2.0224,58404.1,1726.06,1429.08
2012-09-11,2.0164,59422.55,1731.88,1433.57
2012-09-12,2.0259,59921.8,1730.75,1436.56
2012-09-13,2.0205,61958.12,1767.12,1459.99
2012-09-14,2.0123,62105.47,1770.5,1465.77
2012-09-17,2.032,61805.98,1761.25,1461.19
2012-09-18,2.0234,61804.33,1771.31,1459.32
2012-09-19,2.0237,61651.83,1770.3,1461.05
2012-09-20,2.0214,61687.97,1768.53,1460.26
2012-09-21,2.0225,61320.07,1773.1,1460.15
2012-09-24,2.0265,61909.99,1764.4,1456.89
2012-09-25,2.0314,60501.1,1760.64,1441.59
2012-09-26,2.036,60478.05,1752.75,1433.32
2012-09-27,2.0289,60239.79,1777.38,1447.15
2012-09-28,2.0258,59175.86,1772.25,1440.67
2012-10-01,2.0268,59570.8,1775.43,1444.49
2012-10-02,2.0251,59222.08,1774.57,1445.75
2012-10-03,2.023,58627.33,1777.88,1450.99
2012-10-04,2.019,58458.0,1790.15,1461.4
2012-10-05,2.0306,58571.59,1780.7,1460.93
2012-10-08,2.0294,59317.15,1774.55,1455.88
2012-10-09,2.0337,58939.46,1764.2,1441.48
2012-10-10,2.0426,58456.28,1762.29,1432.56
2012-10-11,2.038,59161.72,1767.18,1432.84
2012-10-12,2.038,59161.72,1754.03,1428.59
2012-10-15,2.032,59601.71,1737.4,1440.13
2012-10-16,2.0339,59743.87,1747.47,1454.92
2012-10-17,2.0317,60087.29,1750.15,1460.91
2012-10-18,2.028,59733.9,1741.4,1457.34
2012-10-19,2.027,58922.04,1721.75,1433.19
2012-10-22,2.0246,58700.3,1728.6,1433.82
2012-10-23,2.0264,57690.24,1707.63,1413.11
2012-10-24,2.0258,57160.74,1702.04,1408.75
2012-10-25,2.025,57836.78,1712.1,1412.97
2012-10-26,2.0265,57276.81,1711.2,1411.94
2012-10-29,2.0321,57176.58,1709.25,1411.94
2012-10-30,2.0305,57683.76,1709.6,1411.94
2012-10-31,2.0299,57068.18,1720.65,1412.16
2012-11-01,2.03,58382.68,1714.2,1427.59
2012-11-02,2.03,58382.68,1678.0,1414.2
2012-11-05,2.0352,58209.76,1684.97,1417.26
2012-11-06,2.032,59458.59,1716.0,1428.39
2012-11-07,2.0345,58517.35,1717.55,1394.53
2012-11-08,2.0405,57524.45,1731.4,1377.51
2012-11-09,2.0464,57357.71,1731.07,1379.85
2012-11-12,2.0509,57064.31,1728.2,1380.03
2012-11-13,2.0584,57486.07,1724.95,1374.53
2012-11-14,2.0666,56279.36,1726.5,1355.49
2012-11-15,2.0666,56279.36,1715.75,1353.33
2012-11-16,2.0847,55402.33,1713.72,1359.88
2012-11-19,2.0789,56450.86,1731.72,1386.89
2012-11-20,2.081,56450.86,1727.05,1387.81
2012-11-21,2.0984,56242.12,1728.69,1391.03
2012-11-22,2.1044,56436.97,1729.55,1391.03
2012-11-23,2.0816,57574.03,1753.0,1409.15
2012-11-26,2.0814,56737.1,1748.7,1406.29
2012-11-27,2.0838,56248.09,1742.09,1398.94
2012-11-28,2.0939,56539.4,1719.69,1409.93
2012-11-29,2.0987,57852.53,1725.74,1415.95
2012-11-30,2.136,57474.57,1714.98,1416.18
2012-12-03,2.1233,58202.35,1715.96,1409.46
2012-12-04,2.1199,57563.23,1697.59,1407.05
2012-12-05,2.0879,57678.62,1693.9,1409.28
2012-12-06,2.0771,57656.42,1699.88,1413.94
2012-12-07,2.075,58487.32,1704.07,1418.07
2012-12-10,2.077,59248.23,1713.11,1418.55
2012-12-11,2.0786,59623.34,1709.95,1427.84
2012-12-12,2.0719,59474.18,1711.71,1428.48
2012-12-13,2.0856,59316.75,1697.1,1419.45
2012-12-14,2.0861,59604.92,1696.15,1413.58
2012-12-17,2.0995,59566.52,1698.32,1430.36
2012-12-18,2.0889,60460.73,1671.23,1446.79
2012-12-19,2.0716,60998.34,1667.18,1435.81
2012-12-20,2.0695,61276.12,1647.92,1443.69
2012-12-21,2.0792,61007.03,1657.22,1430.15
2012-12-24,2.08,61007.03,1657.84,1426.66
2012-12-25,2.08,61007.03,1657.98,1426.66
2012-12-26,2.0492,60959.79,1659.45,1419.83
2012-12-27,2.0435,60415.95,1664.1,1418.1
2012-12-28,2.0428,60952.08,1655.7,1402.43
2012-12-31,2.0428,60952.08,1675.35,1426.19
2013-01-01,2.0428,60952.08,1675.92,1426.19
2013-01-02,2.0454,62550.1,1686.89,1462.42
2013-01-03,2.0457,63312.46,1663.99,1459.37
2013-01-04,2.0325,62523.06,1656.1,1466.47
2013-01-07,2.0278,61932.54,1646.92,1461.89
2013-01-08,2.0408,61127.84,1659.13,1457.15
2013-01-09,2.0406,61578.58,1657.63,1461.02
2013-01-10,2.0288,61678.31,1675.36,1472.12
2013-01-11,2.0338,61497.43,1662.98,1472.05
2013-01-14,2.0315,62080.79,1667.8,1470.68
2013-01-15,2.0357,61727.61,1679.62,1472.34
2013-01-16,2.0423,61787.35,1679.93,1472.63
2013-01-17,2.0397,62194.06,1687.64,1480.94
2013-01-18,2.0414,61956.14,1684.25,1485.98
2013-01-21,2.0414,61899.71,1690.05,1485.98
2013-01-22,2.0428,61692.29,1692.75,1492.56
2013-01-23,2.0354,61966.26,1685.84,1494.81
2013-01-24,2.0301,61169.83,1667.97,1494.82
2013-01-25,2.031,61169.83,1658.65,1502.96
2013-01-28,1.9955,60027.07,1655.61,1500.18
2013-01-29,1.9857,60406.33,1663.8,1507.84
2013-01-30,1.9893,59336.7,1677.0,1501.96
2013-01-31,1.9916,59761.49,1663.7,1498.11
2013-02-01,1.988,60351.16,1667.4,1513.17
2013-02-04,1.9955,59575.66,1674.3,1495.71
2013-02-05,1.984,59444.97,1672.95,1511.29
2013-02-06,1.9913,58951.07,1677.57,1512.12
2013-02-07,1.9667,58372.46,1671.4,1509.39
2013-02-08,1.9718,58497.83,1667.25,1517.93
2013-02-11,1.9718,58497.83,1648.07,1517.01
2013-02-12,1.9718,58497.83,1651.33,1519.43
2013-02-13,1.9646,58405.74,1642.5,1520.33
2013-02-14,1.9573,58077.31,1634.85,1521.38
2013-02-15,1.9693,57903.3,1610.15,1519.79
2013-02-18,1.9633,57613.9,1609.78,1519.79
2013-02-19,1.9554,57314.4,1605.05,1530.94
2013-02-20,1.9621,56177.6,1564.55,1511.95
2013-02-21,1.9728,56154.68,1576.27,1502.42
2013-02-22,1.9726,56697.06,1581.16,1515.6
2013-02-25,1.9835,56617.56,1593.46,1487.85
2013-02-26,1.9822,56948.87,1613.76,1496.94
2013-02-27,1.9729,57273.88,1597.1,1515.99
2013-02-28,1.9775,57424.29,1579.61,1514.68
2013-03-01,1.98,56883.99,1576.18,1518.2
2013-03-04,1.9698,56499.17,1573.83,1525.2
2013-03-05,1.964,55950.73,1575.5,1539.79
2013-03-06,1.9703,57940.14,1583.97,1541.46
2013-03-07,1.9584,58846.81,1579.0,1544.26
2013-03-08,1.9439,58432.75,1578.97,1551.18
2013-03-11,1.9564,58544.79,1581.6,1556.22
2013-03-12,1.9646,58208.61,1592.8,1552.48
2013-03-13,1.9718,57385.9,1587.7,1554.52
2013-03-14,1.9717,57281.02,1590.19,1563.23
2013-03-15,1.9828,56869.28,1592.1,1560.7
2013-03-18,1.9829,56972.96,1605.49,1552.1
2013-03-19,1.9849,56361.24,1612.87,1548.34
2013-03-20,1.9898,56030.03,1606.92,1558.71
2013-03-21,2.0078,55576.67,1614.85,1545.8
2013-03-22,2.0079,55243.4,1608.55,1556.89
2013-03-25,2.0131,54873.12,1605.3,1551.69
2013-03-26,2.0169,55671.39,1600.05,1563.77
2013-03-27,2.0109,56034.29,1605.27,1562.85
2013-03-28,2.0219,56352.09,1596.97,1569.19
2013-03-29,2.0219,56352.09,1597.5,1569.19
2013-04-01,2.0211,55902.18,1599.52,1562.17
2013-04-02,2.019,54889.1,1575.89,1570.25
2013-04-03,2.0248,55562.74,1557.9,1553.69
2013-04-04,2.0155,54648.15,1554.8,1559.98
2013-04-05,1.9854,55050.6,1581.25,1553.28
2013-04-08,1.9916,55092.31,1573.47,1563.07
2013-04-09,1.9813,55912.04,1585.35,1568.61
2013-04-10,1.9736,56186.56,1558.42,1587.73
2013-04-11,1.9748,55400.91,1561.5,1593.37
2013-04-12,1.9686,54962.65,1482.75,1588.85
2013-04-15,2.0021,52949.93,1348.21,1552.36
2013-04-16,1.9884,53990.83,1367.36,1574.57
2013-04-17,2.0006,52881.96,1376.25,1552.01
2013-04-18,2.019,53165.91,1390.5,1541.61
2013-04-19,2.0111,53928.92,1403.79,1555.25
2013-04-22,2.021,54297.73,1426.45,1562.5
2013-04-23,2.0238,54884.75,1413.0,1578.78
2013-04-24,2.0105,54984.23,1431.99,1578.79
2013-04-25,2.0015,54963.32,1467.9,1585.16
2013-04-26,1.9987,54252.04,1461.92,1582.24
2013-04-29,2.0075,54887.25,1475.84,1593.61
2013-04-30,2.0014,55910.37,1476.71,1597.57
2013-05-01,2.0014,55910.37,1457.64,1582.7
2013-05-02,2.0088,55321.93,1467.07,1597.59
2013-05-03,2.0098,55488.08,1470.75,1614.42
2013-05-06,2.0093,55429.88,1469.46,1617.5
2013-05-07,2.0077,56274.66,1452.7,1625.96
2013-05-08,2.0055,55804.8,1473.94,1632.69
2013-05-09,2.014,55447.56,1458.15,1626.67
2013-05-10,2.0204,55107.8,1448.55,1633.7
2013-05-13,2.0077,54447.77,1430.59,1633.77
2013-05-14,2.0208,54666.82,1425.46,1650.34
2013-05-15,2.0222,54936.41,1393.03,1658.78
2013-05-16,2.0268,54772.62,1385.97,1650.47
2013-05-17,2.0351,55164.27,1359.5,1667.47
2013-05-20,2.0399,55700.77,1393.85,1666.29
2013-05-21,2.0395,56265.32,1376.29,1669.16
2013-05-22,2.0495,56429.27,1370.27,1655.35
2013-05-23,2.0437,56349.91,1391.05,1650.51
2013-05-24,2.0517,56406.21,1386.64,1649.6
2013-05-27,2.0571,56395.94,1394.78,1649.6
2013-05-28,2.0749,56036.26,1381.12,1660.06
2013-05-29,2.1105,54634.69,1392.95,1648.36
2013-05-30,2.1105,54634.69,1414.0,1654.41
2013-05-31,2.1386,53506.08,1387.8,1630.74
2013-06-03,2.1244,53944.36,1411.35,1640.42
2013-06-04,2.1251,54017.9,1399.56,1631.38
2013-06-05,2.1295,52798.63,1403.43,1608.9
2013-06-06,2.1298,52884.83,1413.97,1622.56
2013-06-07,2.132,51618.63,1382.97,1643.38
2013-06-10,2.1471,51316.65,1386.5,1642.81
2013-06-11,2.1326,49769.93,1378.33,1626.13
2013-06-12,2.1558,49180.58,1389.02,1612.52
2013-06-13,2.1206,50414.89,1386.15,1636.36
2013-06-14,2.1529,49332.34,1390.67,1626.73
2013-06-17,2.1712,49088.65,1385.27,1639.04
2013-06-18,2.1821,49464.94,1367.67,1651.81
2013-06-19,2.2255,47893.06,1351.31,1628.93
2013-06-20,2.2575,48214.43,1284.97,1588.19
2013-06-21,2.2422,47056.04,1296.42,1592.43
2013-06-24,2.227,45965.05,1282.39,1573.09
2013-06-25,2.2137,46893.04,1277.65,1588.03
2013-06-26,2.1867,47171.98,1226.59,1603.26
2013-06-27,2.1989,47609.46,1200.67,1613.2
2013-06-28,2.2322,47457.13,1234.53,1606.28
2013-07-01,2.2294,47229.59,1252.52,1614.96
2013-07-02,2.2548,45228.95,1243.43,1614.08
2013-07-03,2.2692,45044.03,1252.88,1615.41
2013-07-04,2.2491,45763.16,1249.89,1615.41
2013-07-05,2.2537,45210.49,1223.14,1631.89
2013-07-08,2.2638,45075.5,1236.98,1640.46
2013-07-09,2.2601,45075.5,1251.39,1652.32
2013-07-10,2.2645,45483.43,1259.72,1652.62
2013-07-11,2.2548,46626.26,1286.01,1675.02
2013-07-12,2.2674,45533.24,1285.59,1680.19
2013-07-15,2.2201,46738.9,1284.7,1682.5
2013-07-16,2.2537,46869.29,1292.13,1676.26
2013-07-17,2.2259,47407.31,1276.02,1680.91
2013-07-18,2.2275,47656.92,1284.23,1689.37
2013-07-19,2.2469,47400.23,1296.03,1692.09
2013-07-22,2.2327,48574.09,1335.82,1695.53
2013-07-23,2.2137,48819.52,1345.18,1692.39
2013-07-24,2.251,48374.23,1322.14,1685.94
2013-07-25,2.2426,49066.75,1333.83,1690.25
2013-07-26,2.2571,49422.05,1333.16,1691.65
2013-07-29,2.27,49212.33,1328.1,1685.33
2013-07-30,2.2832,48561.78,1326.37,1685.96
2013-07-31,2.2765,48234.49,1325.07,1685.73
2013-08-01,2.3044,49140.78,1310.2,1706.87
2013-08-02,2.2874,48474.04,1312.03,1709.67
2013-08-05,2.3061,48436.44,1303.01,1707.14
2013-08-06,2.2992,47421.85,1283.19,1697.37
2013-08-07,2.3139,47446.71,1287.61,1690.91
2013-08-08,2.2846,48928.82,1313.27,1697.48
2013-08-09,2.2716,49874.9,1314.46,1691.42
2013-08-12,2.2878,50299.49,1338.39,1689.47
2013-08-13,2.3147,50600.55,1321.67,1694.16
2013-08-14,2.3247,50895.92,1336.16,1685.39
2013-08-15,2.3406,50908.34,1366.18,1661.32
2013-08-16,2.3924,51538.78,1376.57,1655.83
2013-08-19,2.4127,51574.09,1366.0,1646.06
2013-08-20,2.3934,50507.02,1371.23,1652.35
2013-08-21,2.4549,50405.2,1366.66,1642.8
2013-08-22,2.4361,51397.66,1376.14,1656.96
2013-08-23,2.3488,52197.06,1397.73,1663.5
2013-08-26,2.3788,51429.48,1404.65,1656.78
2013-08-27,2.3721,50091.55,1415.15,1630.48
2013-08-28,2.3459,49866.92,1417.51,1634.96
2013-08-29,2.3593,49921.88,1407.79,1638.17
2013-08-30,2.3855,50011.75,1395.27,1632.97
2013-09-02,2.3773,51835.15,1389.77,1632.97
2013-09-03,2.3589,51625.5,1412.41,1639.77
2013-09-04,2.3599,51716.16,1391.57,1653.08
2013-09-05,2.3246,52351.86,1367.48,1655.08
2013-09-06,2.3065,53749.42,1391.8,1655.17
2013-09-09,2.276,54251.85,1386.97,1671.71
2013-09-10,2.2831,53979.03,1363.88,1683.99
2013-09-11,2.2768,53570.46,1365.31,1689.13
2013-09-12,2.2744,53307.09,1321.73,1683.42
2013-09-13,2.2801,53797.51,1326.17,1687.99
2013-09-16,2.2844,53821.63,1312.79,1697.6
2013-09-17,2.2562,54271.25,1310.6,1704.76
2013-09-18,2.1858,55702.9,1363.77,1725.52
2013-09-19,2.2018,55095.69,1366.25,1722.34
2013-09-20,2.2104,54110.03,1325.85,1709.91
2013-09-23,2.1983,54602.38,1322.72,1701.84
2013-09-24,2.2011,54431.05,1323.26,1697.42
2013-09-25,2.2324,54261.11,1334.36,1692.77
2013-09-26,2.2455,53782.97,1324.08,1698.67
2013-09-27,2.2517,53738.92,1336.88,1691.75
2013-09-30,2.2169,52338.19,1329.03,1681.55
2013-10-01,2.2158,53179.46,1287.54,1695.0
2013-10-02,2.1915,53100.18,1316.03,1693.87
2013-10-03,2.2076,52489.86,1316.86,1678.66
2013-10-04,2.2119,52848.97,1311.09,1690.5
2013-10-07,2.2047,52417.1,1323.1,1676.12
2013-10-08,2.2112,52312.44,1319.29,1655.45
2013-10-09,2.2067,52547.71,1305.59,1656.4
2013-10-10,2.1803,52996.64,1287.6,1692.56
2013-10-11,2.1756,53149.62,1272.2,1703.2
2013-10-14,2.182,54170.6,1272.48,1710.14
2013-10-15,2.178,54980.64,1282.35,1698.06
2013-10-16,2.1803,55973.03,1282.51,1721.54
2013-10-17,2.1527,55358.13,1320.32,1733.15
2013-10-18,2.1691,55378.46,1316.25,1744.5
2013-10-21,2.1751,56077.43,1316.02,1744.66
2013-10-22,2.1724,56460.38,1340.11,1754.67
2013-10-23,2.1906,55440.03,1333.47,1746.38
2013-10-24,2.2035,54877.15,1346.75,1752.07
2013-10-25,2.1878,54154.15,1350.62,1759.77
2013-10-28,2.1787,55073.37,1352.63,1762.11
2013-10-29,2.185,54538.8,1345.05,1771.95
2013-10-30,2.1902,54172.82,1344.55,1763.31
2013-10-31,2.2399,54256.2,1323.06,1756.54
2013-11-01,2.2532,54013.24,1316.18,1761.64
2013-11-04,2.2463,54436.92,1314.64,1767.93
2013-11-05,2.2891,53831.85,1311.68,1762.97
2013-11-06,2.2885,53384.6,1317.89,1770.49
2013-11-07,2.3062,52740.79,1307.63,1747.15
2013-11-08,2.3127,52248.86,1288.5,1770.61
2013-11-11,2.3313,52623.87,1282.81,1771.89
2013-11-12,2.3324,51804.33,1268.04,1767.69
2013-11-13,2.3347,52230.29,1281.75,1782.0
2013-11-14,2.3144,53451.6,1287.18,1790.62
2013-11-15,2.3144,53451.6,1290.18,1798.18
2013-11-18,2.2641,54307.04,1275.44,1791.53
2013-11-19,2.271,53032.91,1275.72,1787.87
2013-11-20,2.267,53032.91,1244.33,1781.37
2013-11-21,2.305,52688.02,1242.91,1795.85
2013-11-22,2.2793,52800.74,1243.8,1804.76
2013-11-25,2.2839,52263.51,1251.38,1802.48
2013-11-26,2.2946,51446.91,1242.85,1802.75
2013-11-27,2.3305,51861.21,1237.9,1807.23
2013-11-28,2.3175,51846.83,1244.65,1807.23
2013-11-29,2.3361,52482.49,1253.35,1805.81
2013-12-02,2.3533,51244.87,1219.83,1800.9
2013-12-03,2.3687,50348.89,1223.42,1795.15
2013-12-04,2.3901,50215.79,1243.79,1792.81
2013-12-05,2.3567,50787.63,1225.23,1785.03
2013-12-06,2.3317,50944.27,1229.1,1805.09
2013-12-09,2.3179,51165.38,1240.35,1808.37
2013-12-10,2.3066,50993.02,1262.19,1802.62
2013-12-11,2.342,50067.99,1252.32,1782.22
2013-12-12,2.3344,50121.61,1225.49,1775.5
2013-12-13,2.3299,50051.18,1238.69,1775.32
2013-12-16,2.3287,50279.61,1241.32,1786.54
2013-12-17,2.319,50090.35,1230.89,1781.0
2013-12-18,2.3312,50563.43,1218.53,1810.65
2013-12-19,2.3571,51633.43,1188.68,1809.6
2013-12-20,2.3877,51185.74,1203.24,1818.32
2013-12-23,2.3572,51356.1,1198.86,1827.99
2013-12-24,2.3598,51356.1,1204.35,1833.32
2013-12-25,2.3598,51356.1,1204.62,1833.32
2013-12-26,2.3536,51221.01,1210.64,1842.02
2013-12-27,2.3383,51266.56,1213.27,1841.4
2013-12-30,2.3592,51507.16,1196.57,1841.07
2013-12-31,2.3592,51507.16,1201.64,1848.36
2014-01-01,2.3592,51507.16,1205.9,1848.36
2014-01-02,2.3877,50341.25,1224.6,1831.98
2014-01-03,2.3764,50981.09,1236.97,1831.37
2014-01-06,2.3798,50973.62,1238.06,1826.77
2014-01-07,2.3725,50430.02,1232.08,1837.88
2014-01-08,2.3967,50576.64,1225.99,1837.49
2014-01-09,2.3905,49321.68,1227.98,1838.13
2014-01-10,2.3585,49696.45,1248.5,1842.37
2014-01-13,2.3573,49426.9,1253.31,1819.2
2014-01-14,2.3502,49703.1,1245.19,1838.88
2014-01-15,2.3597,50105.37,1241.88,1848.38
2014-01-16,2.3614,49696.28,1242.39,1845.89
2014-01-17,2.3426,49181.86,1254.05,1838.7
2014-01-20,2.3437,48708.41,1254.35,1838.7
2014-01-21,2.3603,48542.07,1241.41,1843.8
2014-01-22,2.3731,49299.66,1237.15,1844.86
2014-01-23,2.3997,48320.64,1264.13,1828.46
2014-01-24,2.3976,47787.38,1270.06,1790.29
2014-01-27,2.4228,47701.05,1257.11,1781.56
2014-01-28,2.4215,47840.93,1256.83,1792.5
2014-01-29,2.4374,47556.78,1267.34,1774.2
2014-01-30,2.4088,47244.26,1243.78,1794.19
2014-01-31,2.4128,47638.99,1244.55,1782.59
2014-02-03,2.4402,46147.52,1257.65,1741.89
2014-02-04,2.4054,46964.22,1254.65,1755.2
2014-02-05,2.4023,46624.39,1257.92,1751.64
2014-02-06,2.3818,47738.09,1258.2,1773.43
2014-02-07,2.3793,48073.6,1267.27,1797.02
2014-02-10,2.4101,47710.82,1274.78,1799.84
2014-02-11,2.4005,48462.79,1291.36,1819.75
2014-02-12,2.426,48216.89,1291.15,1819.26
2014-02-13,2.3937,47812.83,1302.92,1829.83
2014-02-14,2.3889,48201.11,1318.66,1838.63
2014-02-17,2.3901,47576.33,1331.5,1838.63
2014-02-18,2.3959,46599.76,1322.02,1840.76
2014-02-19,2.3938,47150.83,1311.6,1828.75
2014-02-20,2.37,47288.61,1322.97,1839.78
2014-02-21,2.3457,47380.24,1324.25,1836.25
2014-02-24,2.3412,47393.5,1336.97,1847.61
2014-02-25,2.3412,46715.91,1340.5,1845.12
2014-02-26,2.3489,46599.21,1330.64,1845.16
2014-02-27,2.3191,47606.75,1331.29,1854.29
2014-02-28,2.3435,47094.4,1326.39,1859.45
2014-03-03,2.3435,47094.4,1350.61,1845.73
2014-03-04,2.3435,47094.4,1334.47,1873.91
2014-03-05,2.3186,46589.0,1336.86,1873.81
2014-03-06,2.3238,47093.13,1350.82,1877.03
2014-03-07,2.341,46244.07,1339.98,1878.04
2014-03-10,2.3506,45533.2,1339.72,1877.17
2014-03-11,2.3639,45697.62,1349.01,1867.63
2014-03-12,2.3556,45861.81,1366.84,1868.2
2014-03-13,2.3637,45443.83,1370.28,1846.34
2014-03-14,2.3467,44965.66,1382.92,1841.13
2014-03-17,2.3491,45117.8,1367.07,1858.83
2014-03-18,2.334,46150.96,1355.78,1872.25
2014-03-19,2.3483,46567.23,1329.59,1860.77
2014-03-20,2.3279,47278.48,1327.77,1872.01
2014-03-21,2.325,47380.94,1334.69,1866.52
2014-03-24,2.3229,47993.42,1308.76,1857.44
2014-03-25,2.3113,48180.14,1311.17,1865.62
2014-03-26,2.3028,47965.61,1304.48,1852.56
2014-03-27,2.2588,49646.79,1291.31,1849.04
2014-03-28,2.2614,49768.06,1295.23,1857.62
2014-03-31,2.272,50414.92,1284.01,1872.34
2014-04-01,2.2609,50270.37,1278.95,1885.52
2014-04-02,2.2688,51701.05,1289.9,1890.9
2014-04-03,2.2794,51408.21,1286.7,1888.77
2014-04-04,2.2358,51081.78,1303.5,1865.09
2014-04-07,2.2189,52155.28,1297.28,1845.04
2014-04-08,2.2017,51629.07,1308.66,1851.96
2014-04-09,2.1869,51185.4,1311.8,1872.18
2014-04-10,2.207,51127.48,1318.95,1833.08
2014-04-11,2.2186,51867.29,1318.42,1815.69
2014-04-14,2.2136,51596.55,1327.99,1830.61
2014-04-15,2.2325,50454.35,1302.64,1842.98
2014-04-16,2.2434,51200.56,1302.53,1862.31
2014-04-17,2.2362,52111.85,1295.12,1864.85
2014-04-18,2.2362,52111.85,1294.3,1864.85
2014-04-21,2.2362,52111.85,1289.77,1871.89
2014-04-22,2.2377,51976.86,1283.81,1879.55
2014-04-23,2.2219,51569.69,1283.91,1875.39
2014-04-24,2.2141,51817.45,1293.36,1878.61
2014-04-25,2.2441,51399.35,1303.25,1863.4
2014-04-28,2.2234,51383.68,1296.74,1869.43
2014-04-29,2.2363,51838.61,1295.92,1878.33
2014-04-30,2.2327,51626.69,1291.6,1883.95
2014-05-01,2.2327,51626.69,1284.31,1883.68
2014-05-02,2.222,52980.31,1299.7,1881.14
2014-05-05,2.2449,53446.17,1310.28,1884.66
2014-05-06,2.2295,53779.74,1308.05,1867.72
2014-05-07,2.2166,54052.74,1289.88,1878.21
2014-05-08,2.2152,53422.37,1289.43,1875.63
2014-05-09,2.2127,53100.34,1288.91,1878.48
